ref,count_1_aerobic_t30_7_Rif,count_1_aerobic_t60_1_control,count_1_aerobic_t180_6_Nor,count_1_aerobic_t30_1_control,count_1_aerobic_t180_5_Gent,count_1_aerobic_t0_1_control,count_1_aerobic_t180_1_control,freq_aerobic_t30_7_Rif,freq_aerobic_t60_1_control,freq_aerobic_t180_6_Nor,freq_aerobic_t30_1_control,freq_aerobic_t180_5_Gent,freq_aerobic_t0_1_control,freq_aerobic_t180_1_control
32803,64,54,71,78,94,76,74,35.12916555,32.22443483,38.97533301,49.18867071,52.68240301,41.15306558,33.28080363
32804,24,6,8,4,17,11,17,13.17343708,3.580492759,4.391586818,2.522495934,9.52766863,5.956364755,7.645590024
32805,3,2,10,12,3,12,6,1.646679635,1.193497586,5.489483522,7.567487802,1.681353288,6.49785246,2.698443538
32806,9,11,9,0,5,13,2,4.940038906,6.564236725,4.94053517,0,2.802255479,7.039340165,0.899481179
32807,20,15,18,54,21,23,37,10.97786423,8.951231898,9.88107034,34.05369511,11.76947301,12.45421721,16.64040182
32808,11,14,15,16,10,15,29,6.037825329,8.354483105,8.234225283,10.08998374,5.604510959,8.122315575,13.0424771
32809,12,0,31,6,11,5,1,6.586718541,0,17.01739892,3.783743901,6.164962055,2.707438525,0.44974059
32810,15,31,36,15,19,26,39,8.233398176,18.49921259,19.76214068,9.459359753,10.64857082,14.07868033,17.539883
32811,4,4,2,0,6,4,4,2.195572847,2.386995173,1.097896704,0,3.362706575,2.16595082,1.798962359
32813,7,0,5,23,10,11,19,3.842252482,0,2.744741761,14.50435162,5.604510959,5.956364755,8.545071203
32814,2,5,0,0,3,1,5,1.097786423,2.983743966,0,0,1.681353288,0.541487705,2.248702948
32815,33,62,42,35,48,34,65,18.11347599,36.99842518,23.05583079,22.07183942,26.9016526,18.41058197,29.23313833
32819,21,23,11,47,19,19,28,11.52675745,13.72522224,6.038431874,29.63932723,10.64857082,10.28826639,12.59273651
32825,42,22,37,35,43,44,60,23.05351489,13.12847345,20.31108903,22.07183942,24.09939712,23.82545902,26.98443538
32826,3,1,3,8,5,4,2,1.646679635,0.596748793,1.646845057,5.044991868,2.802255479,2.16595082,0.899481179
32827,7,3,2,4,6,5,8,3.842252482,1.79024638,1.097896704,2.522495934,3.362706575,2.707438525,3.597924717
32829,23,26,23,22,11,20,29,12.62454387,15.51546862,12.6258121,13.87372764,6.164962055,10.8297541,13.0424771
32830,48,44,55,32,56,61,66,26.34687416,26.2569469,30.19215937,20.17996747,31.38526137,33.03075,29.68287892
32831,33,27,32,42,22,16,21,18.11347599,16.11221742,17.56634727,26.48620731,12.32992411,8.66380328,9.444552382
32836,4,5,0,0,4,3,6,2.195572847,2.983743966,0,0,2.241804384,1.624463115,2.698443538
32837,3,2,5,0,4,3,2,1.646679635,1.193497586,2.744741761,0,2.241804384,1.624463115,0.899481179
32838,19,8,12,43,21,15,27,10.42897102,4.773990346,6.587380226,27.11683129,11.76947301,8.122315575,12.14299592
32839,44,40,24,79,41,47,37,24.15130132,23.86995173,13.17476045,49.8192947,22.97849493,25.44992213,16.64040182
32840,11,1,4,9,5,8,13,6.037825329,0.596748793,2.195793409,5.675615852,2.802255479,4.33190164,5.846627665
32841,18,31,29,14,24,31,21,9.880077811,18.49921259,15.91950221,8.828735769,13.4508263,16.78611885,9.444552382
32842,65,58,45,44,52,51,53,35.67805876,34.61143001,24.70267585,27.74745527,29.14345699,27.61587295,23.83625125
32843,35,60,37,67,51,70,36,19.21126241,35.80492759,20.31108903,42.2518069,28.58300589,37.90413935,16.19066123
32844,7,19,19,22,14,12,22,3.842252482,11.33822707,10.43001869,13.87372764,7.846315342,6.49785246,9.894292972
32845,71,80,48,28,54,74,66,38.97141803,47.73990346,26.34952091,17.65747154,30.26435918,40.07009017,29.68287892
32853,1,0,1,1,1,4,4,0.548893212,0,0.548948352,0.630623984,0.560451096,2.16595082,1.798962359
32854,1,2,1,14,3,8,2,0.548893212,1.193497586,0.548948352,8.828735769,1.681353288,4.33190164,0.899481179
32855,21,9,14,5,20,19,18,11.52675745,5.370739139,7.685276931,3.153119918,11.20902192,10.28826639,8.095330613
32856,2,0,0,4,2,2,0,1.097786423,0,0,2.522495934,1.120902192,1.08297541,0
32857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32858,22,16,18,44,22,27,30,12.07565066,9.547980692,9.88107034,27.74745527,12.32992411,14.62016803,13.49221769
32859,5,4,3,8,2,4,3,2.744466059,2.386995173,1.646845057,5.044991868,1.120902192,2.16595082,1.349221769
32860,8,15,6,11,4,15,9,4.391145694,8.951231898,3.293690113,6.936863819,2.241804384,8.122315575,4.047665307
32861,0,1,0,3,1,0,1,0,0.596748793,0,1.891871951,0.560451096,0,0.44974059
32862,11,17,4,30,8,22,17,6.037825329,10.14472948,2.195793409,18.91871951,4.483608767,11.91272951,7.645590024
32866,32,30,36,14,48,32,22,17.56458278,17.9024638,19.76214068,8.828735769,26.9016526,17.32760656,9.894292972
32867,26,24,27,37,44,25,34,14.2712235,14.32197104,14.82160551,23.33308739,24.65984822,13.53719262,15.29118005
32868,30,57,29,77,41,27,74,16.46679635,34.01468121,15.91950221,48.55804673,22.97849493,14.62016803,33.28080363
32869,12,20,9,5,9,7,8,6.586718541,11.93497586,4.94053517,3.153119918,5.044059863,3.790413935,3.597924717
32874,0,1,0,0,0,0,1,0,0.596748793,0,0,0,0,0.44974059
32875,12,15,6,23,12,4,19,6.586718541,8.951231898,3.293690113,14.50435162,6.725413151,2.16595082,8.545071203
32876,3,4,4,10,10,3,5,1.646679635,2.386995173,2.195793409,6.306239835,5.604510959,1.624463115,2.248702948
32878,24,24,30,34,27,30,44,13.17343708,14.32197104,16.46845057,21.44121544,15.13217959,16.24463115,19.78858594
32879,39,38,23,66,19,34,34,21.40683526,22.67645414,12.6258121,41.62118291,10.64857082,18.41058197,15.29118005
32880,10,21,15,35,14,26,24,5.488932117,12.53172466,8.234225283,22.07183942,7.846315342,14.07868033,10.79377415
32882,13,12,9,25,18,20,16,7.135611752,7.160985519,4.94053517,15.76559959,10.08811973,10.8297541,7.195849434
32883,28,34,24,38,30,24,72,15.36900993,20.28945897,13.17476045,23.96371137,16.81353288,12.99570492,32.38132245
32886,5,11,16,8,3,5,9,2.744466059,6.564236725,8.783173635,5.044991868,1.681353288,2.707438525,4.047665307
32889,74,125,61,85,103,87,130,40.61809767,74.59359915,33.48584948,53.6030386,57.72646288,47.10943033,58.46627665
32890,19,27,19,9,11,8,28,10.42897102,16.11221742,10.43001869,5.675615852,6.164962055,4.33190164,12.59273651
32891,22,13,37,22,31,17,41,12.07565066,7.757734312,20.31108903,13.87372764,17.37398397,9.205290985,18.43936417
32892,13,20,10,73,13,20,17,7.135611752,11.93497586,5.489483522,46.0355508,7.285864246,10.8297541,7.645590024
32893,28,32,33,61,23,35,62,15.36900993,19.09596138,18.11529562,38.46806299,12.89037521,18.95206967,27.88391656
32894,5,4,7,0,5,1,3,2.744466059,2.386995173,3.842638465,0,2.802255479,0.541487705,1.349221769
32895,31,30,36,38,38,37,38,17.01568956,17.9024638,19.76214068,23.96371137,21.29714164,20.03504508,17.09014241
32896,41,21,43,18,67,57,52,22.50462168,12.53172466,23.60477914,11.3512317,37.55022342,30.86479918,23.38651066
32897,12,14,7,28,15,16,9,6.586718541,8.354483105,3.842638465,17.65747154,8.406766438,8.66380328,4.047665307
32898,8,8,10,25,14,12,12,4.391145694,4.773990346,5.489483522,15.76559959,7.846315342,6.49785246,5.396887076
32899,2,4,1,1,2,0,1,1.097786423,2.386995173,0.548948352,0.630623984,1.120902192,0,0.44974059
32900,7,2,2,3,5,2,0,3.842252482,1.193497586,1.097896704,1.891871951,2.802255479,1.08297541,0
32901,1,2,0,1,1,2,0,0.548893212,1.193497586,0,0.630623984,0.560451096,1.08297541,0
32903,1,0,0,7,0,1,3,0.548893212,0,0,4.414367885,0,0.541487705,1.349221769
32904,0,1,1,1,0,1,1,0,0.596748793,0.548948352,0.630623984,0,0.541487705,0.44974059
32908,23,20,31,10,17,15,40,12.62454387,11.93497586,17.01739892,6.306239835,9.52766863,8.122315575,17.98962359
32910,1,4,2,13,0,0,7,0.548893212,2.386995173,1.097896704,8.198111786,0,0,3.148184127
32912,2,0,0,4,1,0,2,1.097786423,0,0,2.522495934,0.560451096,0,0.899481179
32915,12,11,7,22,12,18,15,6.586718541,6.564236725,3.842638465,13.87372764,6.725413151,9.74677869,6.746108844
32916,32,24,14,30,27,23,29,17.56458278,14.32197104,7.685276931,18.91871951,15.13217959,12.45421721,13.0424771
32917,24,37,23,29,31,36,39,13.17343708,22.07970535,12.6258121,18.28809552,17.37398397,19.49355738,17.539883
32920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32922,6,1,0,3,3,2,5,3.29335927,0.596748793,0,1.891871951,1.681353288,1.08297541,2.248702948
32923,0,0,0,1,2,0,1,0,0,0,0.630623984,1.120902192,0,0.44974059
32924,3,2,5,6,8,5,9,1.646679635,1.193497586,2.744741761,3.783743901,4.483608767,2.707438525,4.047665307
32925,2,3,6,5,5,5,9,1.097786423,1.79024638,3.293690113,3.153119918,2.802255479,2.707438525,4.047665307
32926,1,1,0,7,1,0,2,0.548893212,0.596748793,0,4.414367885,0.560451096,0,0.899481179
32927,4,6,2,0,1,7,1,2.195572847,3.580492759,1.097896704,0,0.560451096,3.790413935,0.44974059
32928,11,9,8,8,4,3,7,6.037825329,5.370739139,4.391586818,5.044991868,2.241804384,1.624463115,3.148184127
32930,59,69,55,54,53,51,51,32.38469949,41.17566673,30.19215937,34.05369511,29.70390808,27.61587295,22.93677007
32931,8,1,4,9,7,7,2,4.391145694,0.596748793,2.195793409,5.675615852,3.923157671,3.790413935,0.899481179
32932,44,54,46,49,56,47,50,24.15130132,32.22443483,25.2516242,30.90057519,31.38526137,25.44992213,22.48702948
32933,19,11,12,12,10,25,16,10.42897102,6.564236725,6.587380226,7.567487802,5.604510959,13.53719262,7.195849434
32934,35,40,21,34,35,58,42,19.21126241,23.86995173,11.5279154,21.44121544,19.61578836,31.40628689,18.88910476
32935,5,6,5,5,8,3,14,2.744466059,3.580492759,2.744741761,3.153119918,4.483608767,1.624463115,6.296368255
32937,12,6,15,8,9,19,15,6.586718541,3.580492759,8.234225283,5.044991868,5.044059863,10.28826639,6.746108844
32938,18,27,9,46,17,31,17,9.880077811,16.11221742,4.94053517,29.00870324,9.52766863,16.78611885,7.645590024
32939,8,18,7,14,13,5,10,4.391145694,10.74147828,3.842638465,8.828735769,7.285864246,2.707438525,4.497405896
32940,37,29,40,28,33,46,42,20.30904883,17.305715,21.95793409,17.65747154,18.49488616,24.90843443,18.88910476
32941,45,57,44,37,45,46,81,24.70019453,34.01468121,24.1537275,23.33308739,25.22029931,24.90843443,36.42898776
32943,11,31,11,29,8,16,12,6.037825329,18.49921259,6.038431874,18.28809552,4.483608767,8.66380328,5.396887076
32944,0,3,1,0,0,1,1,0,1.79024638,0.548948352,0,0,0.541487705,0.44974059
32945,1,0,0,2,0,1,2,0.548893212,0,0,1.261247967,0,0.541487705,0.899481179
32946,0,0,0,0,0,0,1,0,0,0,0,0,0,0.44974059
32949,0,1,0,0,0,0,0,0,0.596748793,0,0,0,0,0
32955,5,0,1,0,1,1,5,2.744466059,0,0.548948352,0,0.560451096,0.541487705,2.248702948
32956,7,15,7,25,7,18,11,3.842252482,8.951231898,3.842638465,15.76559959,3.923157671,9.74677869,4.947146486
32957,90,72,56,89,83,75,119,49.40038906,42.96591311,30.74110772,56.12553453,46.51744096,40.61157787,53.51913017
32958,17,21,3,4,12,8,12,9.331184599,12.53172466,1.646845057,2.522495934,6.725413151,4.33190164,5.396887076
32959,9,22,14,5,23,10,22,4.940038906,13.12847345,7.685276931,3.153119918,12.89037521,5.41487705,9.894292972
32964,9,9,15,15,16,26,20,4.940038906,5.370739139,8.234225283,9.459359753,8.967217534,14.07868033,8.994811793
32965,1,0,5,0,3,1,2,0.548893212,0,2.744741761,0,1.681353288,0.541487705,0.899481179
32966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32969,0,1,0,2,0,1,1,0,0.596748793,0,1.261247967,0,0.541487705,0.44974059
32970,0,0,0,2,0,0,0,0,0,0,1.261247967,0,0,0
32971,7,0,10,0,6,10,5,3.842252482,0,5.489483522,0,3.362706575,5.41487705,2.248702948
32976,9,7,3,2,4,5,6,4.940038906,4.177241553,1.646845057,1.261247967,2.241804384,2.707438525,2.698443538
32977,3,10,16,2,6,12,7,1.646679635,5.967487932,8.783173635,1.261247967,3.362706575,6.49785246,3.148184127
32978,2,1,1,8,2,5,2,1.097786423,0.596748793,0.548948352,5.044991868,1.120902192,2.707438525,0.899481179
32979,3,0,1,0,3,2,4,1.646679635,0,0.548948352,0,1.681353288,1.08297541,1.798962359
32980,7,12,26,20,19,15,18,3.842252482,7.160985519,14.27265716,12.61247967,10.64857082,8.122315575,8.095330613
32984,5,10,4,7,6,10,10,2.744466059,5.967487932,2.195793409,4.414367885,3.362706575,5.41487705,4.497405896
32985,19,31,13,37,18,22,51,10.42897102,18.49921259,7.136328579,23.33308739,10.08811973,11.91272951,22.93677007
32986,33,25,42,47,42,52,57,18.11347599,14.91871983,23.05583079,29.63932723,23.53894603,28.15736066,25.63521361
32987,4,10,2,0,4,10,1,2.195572847,5.967487932,1.097896704,0,2.241804384,5.41487705,0.44974059
32988,97,81,72,84,86,87,139,53.24264154,48.33665225,39.52428136,52.97241462,48.19879425,47.10943033,62.51394196
32989,32,13,22,13,30,30,24,17.56458278,7.757734312,12.07686375,8.198111786,16.81353288,16.24463115,10.79377415
32990,64,114,39,67,92,64,115,35.12916555,68.02936243,21.40898574,42.2518069,51.56150082,34.65521312,51.72016781
32991,2,1,3,10,2,4,2,1.097786423,0.596748793,1.646845057,6.306239835,1.120902192,2.16595082,0.899481179
32995,15,48,26,38,31,25,43,8.233398176,28.64394207,14.27265716,23.96371137,17.37398397,13.53719262,19.33884535
32996,19,9,10,42,16,14,23,10.42897102,5.370739139,5.489483522,26.48620731,8.967217534,7.58082787,10.34403356
32997,31,23,28,54,28,51,41,17.01568956,13.72522224,15.37055386,34.05369511,15.69263068,27.61587295,18.43936417
33003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33004,14,5,13,23,11,10,9,7.684504964,2.983743966,7.136328579,14.50435162,6.164962055,5.41487705,4.047665307
33005,66,54,58,65,45,59,66,36.22695197,32.22443483,31.83900443,40.99055893,25.22029931,31.94777459,29.68287892
33006,19,46,28,37,35,33,40,10.42897102,27.45044449,15.37055386,23.33308739,19.61578836,17.86909426,17.98962359
33011,45,79,45,53,72,49,105,24.70019453,47.14315466,24.70267585,33.42307113,40.3524789,26.53289754,47.22276191
33015,7,11,4,17,3,8,9,3.842252482,6.564236725,2.195793409,10.72060772,1.681353288,4.33190164,4.047665307
33016,0,0,0,0,0,0,1,0,0,0,0,0,0,0.44974059
33017,1,0,1,4,1,0,0,0.548893212,0,0.548948352,2.522495934,0.560451096,0,0
33018,4,1,0,2,2,6,3,2.195572847,0.596748793,0,1.261247967,1.120902192,3.24892623,1.349221769
33019,25,23,12,40,11,17,23,13.72233029,13.72522224,6.587380226,25.22495934,6.164962055,9.205290985,10.34403356
33020,7,7,11,2,2,17,12,3.842252482,4.177241553,6.038431874,1.261247967,1.120902192,9.205290985,5.396887076
33021,88,38,104,96,58,75,117,48.30260263,22.67645414,57.09062863,60.53990242,32.50616356,40.61157787,52.61964899
33022,7,6,0,0,2,2,1,3.842252482,3.580492759,0,0,1.120902192,1.08297541,0.44974059
33023,4,1,4,0,4,2,7,2.195572847,0.596748793,2.195793409,0,2.241804384,1.08297541,3.148184127
33024,4,10,5,26,4,14,5,2.195572847,5.967487932,2.744741761,16.39622357,2.241804384,7.58082787,2.248702948
33025,14,8,12,3,13,19,16,7.684504964,4.773990346,6.587380226,1.891871951,7.285864246,10.28826639,7.195849434
33026,0,1,0,2,0,1,0,0,0.596748793,0,1.261247967,0,0.541487705,0
33027,2,0,1,0,0,0,0,1.097786423,0,0.548948352,0,0,0,0
33034,0,0,0,0,1,0,1,0,0,0,0,0.560451096,0,0.44974059
33038,17,37,20,23,14,31,35,9.331184599,22.07970535,10.97896704,14.50435162,7.846315342,16.78611885,15.74092064
33042,60,49,40,55,58,63,73,32.9335927,29.24069087,21.95793409,34.68431909,32.50616356,34.11372541,32.83106304
33043,80,59,68,64,72,67,100,43.91145694,35.2081788,37.32848795,40.35993494,40.3524789,36.27967623,44.97405896
33044,70,57,77,21,53,61,76,38.42252482,34.01468121,42.26902312,13.24310365,29.70390808,33.03075,34.18028481
33045,9,22,28,18,10,16,32,4.940038906,13.12847345,15.37055386,11.3512317,5.604510959,8.66380328,14.39169887
33046,5,8,8,14,13,16,6,2.744466059,4.773990346,4.391586818,8.828735769,7.285864246,8.66380328,2.698443538
33047,68,53,61,67,75,77,77,37.3247384,31.62768604,33.48584948,42.2518069,42.03383219,41.69455328,34.6300254
33052,7,4,5,3,2,2,18,3.842252482,2.386995173,2.744741761,1.891871951,1.120902192,1.08297541,8.095330613
33053,5,6,16,14,10,6,6,2.744466059,3.580492759,8.783173635,8.828735769,5.604510959,3.24892623,2.698443538
33054,3,5,6,11,5,2,7,1.646679635,2.983743966,3.293690113,6.936863819,2.802255479,1.08297541,3.148184127
33055,2,1,3,0,1,1,6,1.097786423,0.596748793,1.646845057,0,0.560451096,0.541487705,2.698443538
33056,9,12,11,0,7,13,24,4.940038906,7.160985519,6.038431874,0,3.923157671,7.039340165,10.79377415
33057,14,38,20,17,21,43,38,7.684504964,22.67645414,10.97896704,10.72060772,11.76947301,23.28397131,17.09014241
33058,7,20,2,14,8,15,3,3.842252482,11.93497586,1.097896704,8.828735769,4.483608767,8.122315575,1.349221769
33059,5,1,0,1,0,1,0,2.744466059,0.596748793,0,0.630623984,0,0.541487705,0
33060,2,1,1,2,4,4,3,1.097786423,0.596748793,0.548948352,1.261247967,2.241804384,2.16595082,1.349221769
33062,11,27,5,15,9,20,15,6.037825329,16.11221742,2.744741761,9.459359753,5.044059863,10.8297541,6.746108844
33066,12,34,18,17,16,28,37,6.586718541,20.28945897,9.88107034,10.72060772,8.967217534,15.16165574,16.64040182
33067,19,25,31,28,32,16,34,10.42897102,14.91871983,17.01739892,17.65747154,17.93443507,8.66380328,15.29118005
33069,27,27,22,23,26,25,40,14.82011672,16.11221742,12.07686375,14.50435162,14.57172849,13.53719262,17.98962359
33070,3,0,1,0,3,1,1,1.646679635,0,0.548948352,0,1.681353288,0.541487705,0.44974059
33074,34,37,19,17,31,13,41,18.6623692,22.07970535,10.43001869,10.72060772,17.37398397,7.039340165,18.43936417
33075,2,3,4,5,0,4,3,1.097786423,1.79024638,2.195793409,3.153119918,0,2.16595082,1.349221769
33076,8,5,5,6,8,6,6,4.391145694,2.983743966,2.744741761,3.783743901,4.483608767,3.24892623,2.698443538
33077,1,3,1,22,6,1,8,0.548893212,1.79024638,0.548948352,13.87372764,3.362706575,0.541487705,3.597924717
33078,7,5,2,5,3,7,2,3.842252482,2.983743966,1.097896704,3.153119918,1.681353288,3.790413935,0.899481179
33079,0,0,0,2,0,0,0,0,0,0,1.261247967,0,0,0
33080,1,1,0,2,0,1,0,0.548893212,0.596748793,0,1.261247967,0,0.541487705,0
33083,29,36,19,23,41,31,51,15.91790314,21.48295656,10.43001869,14.50435162,22.97849493,16.78611885,22.93677007
33088,3,1,10,2,5,10,10,1.646679635,0.596748793,5.489483522,1.261247967,2.802255479,5.41487705,4.497405896
33089,16,15,29,33,28,36,30,8.782291388,8.951231898,15.91950221,20.81059146,15.69263068,19.49355738,13.49221769
33090,6,4,19,17,12,8,14,3.29335927,2.386995173,10.43001869,10.72060772,6.725413151,4.33190164,6.296368255
33091,4,4,3,5,3,18,8,2.195572847,2.386995173,1.646845057,3.153119918,1.681353288,9.74677869,3.597924717
33093,22,21,15,16,20,17,13,12.07565066,12.53172466,8.234225283,10.08998374,11.20902192,9.205290985,5.846627665
33094,1,12,3,4,7,4,12,0.548893212,7.160985519,1.646845057,2.522495934,3.923157671,2.16595082,5.396887076
33095,17,15,9,14,17,27,28,9.331184599,8.951231898,4.94053517,8.828735769,9.52766863,14.62016803,12.59273651
33098,0,0,0,0,1,0,0,0,0,0,0,0.560451096,0,0
33100,1,0,2,0,2,2,0,0.548893212,0,1.097896704,0,1.120902192,1.08297541,0
33101,13,15,5,7,14,19,13,7.135611752,8.951231898,2.744741761,4.414367885,7.846315342,10.28826639,5.846627665
33102,6,7,2,11,7,8,4,3.29335927,4.177241553,1.097896704,6.936863819,3.923157671,4.33190164,1.798962359
33103,16,3,6,12,6,11,12,8.782291388,1.79024638,3.293690113,7.567487802,3.362706575,5.956364755,5.396887076
33104,7,5,4,8,9,5,6,3.842252482,2.983743966,2.195793409,5.044991868,5.044059863,2.707438525,2.698443538
33106,17,5,5,13,33,37,15,9.331184599,2.983743966,2.744741761,8.198111786,18.49488616,20.03504508,6.746108844
33107,10,15,5,6,13,24,20,5.488932117,8.951231898,2.744741761,3.783743901,7.285864246,12.99570492,8.994811793
33108,1,3,1,3,2,0,1,0.548893212,1.79024638,0.548948352,1.891871951,1.120902192,0,0.44974059
33109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33110,16,28,19,18,16,28,14,8.782291388,16.70896621,10.43001869,11.3512317,8.967217534,15.16165574,6.296368255
33111,0,0,0,0,1,10,0,0,0,0,0,0.560451096,5.41487705,0
33112,6,4,4,15,1,1,4,3.29335927,2.386995173,2.195793409,9.459359753,0.560451096,0.541487705,1.798962359
33115,0,3,0,2,1,1,1,0,1.79024638,0,1.261247967,0.560451096,0.541487705,0.44974059
33116,0,1,0,1,0,1,1,0,0.596748793,0,0.630623984,0,0.541487705,0.44974059
33117,2,1,0,6,1,2,1,1.097786423,0.596748793,0,3.783743901,0.560451096,1.08297541,0.44974059
33118,48,55,36,51,48,49,36,26.34687416,32.82118363,19.76214068,32.16182316,26.9016526,26.53289754,16.19066123
33119,35,45,19,31,26,44,51,19.21126241,26.8536957,10.43001869,19.54934349,14.57172849,23.82545902,22.93677007
33124,0,3,1,0,2,4,3,0,1.79024638,0.548948352,0,1.120902192,2.16595082,1.349221769
33125,13,7,10,4,12,8,19,7.135611752,4.177241553,5.489483522,2.522495934,6.725413151,4.33190164,8.545071203
33139,7,5,12,0,3,16,9,3.842252482,2.983743966,6.587380226,0,1.681353288,8.66380328,4.047665307
33140,2,2,0,0,2,1,2,1.097786423,1.193497586,0,0,1.120902192,0.541487705,0.899481179
33141,1,3,5,1,5,2,6,0.548893212,1.79024638,2.744741761,0.630623984,2.802255479,1.08297541,2.698443538
33142,1,1,1,1,1,1,0,0.548893212,0.596748793,0.548948352,0.630623984,0.560451096,0.541487705,0
33143,2,10,2,5,0,4,4,1.097786423,5.967487932,1.097896704,3.153119918,0,2.16595082,1.798962359
33144,0,0,0,1,1,0,0,0,0,0,0.630623984,0.560451096,0,0
33145,14,8,9,4,1,11,6,7.684504964,4.773990346,4.94053517,2.522495934,0.560451096,5.956364755,2.698443538
33149,0,0,0,1,0,0,0,0,0,0,0.630623984,0,0,0
33150,2,0,4,7,7,12,3,1.097786423,0,2.195793409,4.414367885,3.923157671,6.49785246,1.349221769
33151,18,29,28,19,20,35,47,9.880077811,17.305715,15.37055386,11.98185569,11.20902192,18.95206967,21.13780771
33153,19,29,24,16,24,8,26,10.42897102,17.305715,13.17476045,10.08998374,13.4508263,4.33190164,11.69325533
33154,19,9,17,6,23,26,12,10.42897102,5.370739139,9.332121987,3.783743901,12.89037521,14.07868033,5.396887076
33155,3,0,1,0,2,0,3,1.646679635,0,0.548948352,0,1.120902192,0,1.349221769
33156,20,11,17,8,14,37,33,10.97786423,6.564236725,9.332121987,5.044991868,7.846315342,20.03504508,14.84143946
33157,9,17,6,13,8,6,7,4.940038906,10.14472948,3.293690113,8.198111786,4.483608767,3.24892623,3.148184127
33160,34,29,17,49,39,17,26,18.6623692,17.305715,9.332121987,30.90057519,21.85759274,9.205290985,11.69325533
33162,0,5,2,1,3,1,0,0,2.983743966,1.097896704,0.630623984,1.681353288,0.541487705,0
33163,0,1,0,0,0,0,0,0,0.596748793,0,0,0,0,0
33164,13,6,5,16,10,14,16,7.135611752,3.580492759,2.744741761,10.08998374,5.604510959,7.58082787,7.195849434
33165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33166,1,1,1,2,0,0,1,0.548893212,0.596748793,0.548948352,1.261247967,0,0,0.44974059
33169,44,35,27,44,36,51,49,24.15130132,20.88620776,14.82160551,27.74745527,20.17623945,27.61587295,22.03728889
33178,6,4,10,4,9,5,9,3.29335927,2.386995173,5.489483522,2.522495934,5.044059863,2.707438525,4.047665307
33179,17,29,12,6,19,14,26,9.331184599,17.305715,6.587380226,3.783743901,10.64857082,7.58082787,11.69325533
33180,32,41,16,46,20,23,36,17.56458278,24.46670052,8.783173635,29.00870324,11.20902192,12.45421721,16.19066123
33181,38,53,27,31,37,54,69,20.85794205,31.62768604,14.82160551,19.54934349,20.73669055,29.24033607,31.03210068
33182,1,0,0,0,2,1,1,0.548893212,0,0,0,1.120902192,0.541487705,0.44974059
33184,100,55,50,70,71,102,122,54.88932117,32.82118363,27.44741761,44.14367885,39.79202781,55.23174591,54.86835193
33185,37,21,27,17,37,32,30,20.30904883,12.53172466,14.82160551,10.72060772,20.73669055,17.32760656,13.49221769
33186,4,17,4,10,5,9,4,2.195572847,10.14472948,2.195793409,6.306239835,2.802255479,4.873389345,1.798962359
33187,7,21,9,14,8,5,17,3.842252482,12.53172466,4.94053517,8.828735769,4.483608767,2.707438525,7.645590024
33188,8,5,4,0,2,3,0,4.391145694,2.983743966,2.195793409,0,1.120902192,1.624463115,0
33190,36,52,28,35,29,47,34,19.76015562,31.03093725,15.37055386,22.07183942,16.25308178,25.44992213,15.29118005
33192,20,23,27,11,23,28,8,10.97786423,13.72522224,14.82160551,6.936863819,12.89037521,15.16165574,3.597924717
33200,21,8,6,9,15,17,11,11.52675745,4.773990346,3.293690113,5.675615852,8.406766438,9.205290985,4.947146486
33201,10,8,12,28,13,14,13,5.488932117,4.773990346,6.587380226,17.65747154,7.285864246,7.58082787,5.846627665
33202,16,23,9,12,20,12,24,8.782291388,13.72522224,4.94053517,7.567487802,11.20902192,6.49785246,10.79377415
33203,17,25,8,16,18,15,18,9.331184599,14.91871983,4.391586818,10.08998374,10.08811973,8.122315575,8.095330613
33205,6,10,3,16,2,5,5,3.29335927,5.967487932,1.646845057,10.08998374,1.120902192,2.707438525,2.248702948
33206,2,5,9,0,3,9,12,1.097786423,2.983743966,4.94053517,0,1.681353288,4.873389345,5.396887076
33208,15,18,15,2,18,13,34,8.233398176,10.74147828,8.234225283,1.261247967,10.08811973,7.039340165,15.29118005
33219,0,0,1,0,1,1,0,0,0,0.548948352,0,0.560451096,0.541487705,0
33220,5,2,1,1,1,6,0,2.744466059,1.193497586,0.548948352,0.630623984,0.560451096,3.24892623,0
33223,34,53,31,38,26,37,63,18.6623692,31.62768604,17.01739892,23.96371137,14.57172849,20.03504508,28.33365715
33230,2,1,7,12,5,8,6,1.097786423,0.596748793,3.842638465,7.567487802,2.802255479,4.33190164,2.698443538
33231,21,11,31,27,23,30,22,11.52675745,6.564236725,17.01739892,17.02684755,12.89037521,16.24463115,9.894292972
33232,3,7,4,8,4,9,5,1.646679635,4.177241553,2.195793409,5.044991868,2.241804384,4.873389345,2.248702948
33235,35,48,17,15,35,17,36,19.21126241,28.64394207,9.332121987,9.459359753,19.61578836,9.205290985,16.19066123
33236,1,0,0,0,1,0,2,0.548893212,0,0,0,0.560451096,0,0.899481179
