no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
7284,7147,7009,b1498,ydeN,,,,,,,,,,,,,,,,,,,,
34,4,0,b1499,ydeO,,,,,,,,,,,,,,,,,,,,
13,1,0,b1500,safA,,,,,,,,,,,,,,,,,,,,
668,483,310,b1501,ydeP,,,,,,,,,,,,,,,,,,,,
128,55,10,b1502,ydeQ,,,,,,,,,,,,,,,,,,,,
99,61,32,b1503,ydeR,,,,,,,,,,,,,,,,,,,,
89,46,17,b1504,ydeS,,,,,,,,,,,,,,,,,,,,
3624,3516,3408,b1507,hipA,,,,,,,,,,,,,,,,,,,,
1444,1423,1401,b1508,hipB,,,,,,,,,,,,,,,,,,,,
3253,3123,2993,b1511,lsrK,,,,,,,,,,,,,,,,,,,,
6461,6383,6305,b1512,lsrR,,,,,,,,,,,,,,,,,,,,
566,441,323,b1513,lsrA,,,,,,,,,,,,,,,,,,,,
253,169,90,b1514,lsrC,,,,,,,,,,,,,,,,,,,,
411,330,255,b1515,lsrD,,,,,,,,,,,,,,,,,,,,
717,633,549,b1516,lsrB,,,,,,,,,,,,,,,,,,,,
604,533,461,b1517,lsrF,,,,,,,,,,,,,,,,,,,,
287,264,240,b1518,lsrG,,,,,,,,,,,,,,,,,,,,
503,441,379,b1519,tam,,,,,,,,,,,,,,,,,,,,
688,613,538,b1520,yneE,,,,,,,,,,,,,,,,,,,,
3205,3087,2968,b1521,uxaB,,,,,,,,,,,,,,,,,,,,
3233,3155,3077,b1522,yneF,,,,,,,,,,,,,,,,,,,,
1045,1016,986,b1523,yneG,,,,,,,,,,,,,,,,,,,,
3573,3497,3421,b1524,yneH,,,,,,,,,,,,,,,,,,,,
2063,1950,1836,b1525,sad,,,,,,,,,,,,,,,,,,,,
2062,1990,1918,b1526,yneJ,,,,,,,,,,,,,,,,,,,,
272,182,105,b1527,yneK,,,,,,,,,,,,,,,,,,,,
459,363,288,b1528,ydeA,,,,,,,,,,,,,,,,,,,,
2874,2820,2765,b1529,marC,,,,,,,,,,,,,,,,,,,,
3499,3463,3428,b1530,marR,,,,,,,,,,,,,,,,,,,,
4838,4807,4776,b1531,marA,,,,,,,,,,,,,,,,,,,,
1168,1150,1132,b1532,marB,,,,,,,,,,,,,,,,,,,,
5421,5348,5274,b1533,eamA,,,,,,,,,,,,,,,,,,,,
5746,5649,5552,b1534,ydeE,,,,,,,,,,,,,,,,,,,,
9689,9681,9674,b4599,yneM,,,,,,,,,,,,,,,,,,,,
3697,3624,3551,b1535,ydeH,,,,,,,,,,,,,,,,,,,,
115,83,51,b1536,ydeI,,,,,,,,,,,,,,,,,,,,
120,81,49,b1537,ydeJ,,,,,,,,,,,,,,,,,,,,
10873,10705,10538,b1538,dcp,,,,,,,,,,,,,,,,,,,,
29696,29635,29574,b1539,ydfG,,,,,,,,,,,,,,3-hydroxyisobutyrate,,,,,,
13039,12983,12927,b1540,ydfH,,,,,,,,,,,,,,,,,,,,
517,500,484,b1541,ydfZ,,,,,,,,,,,,,,,,,,,,
683,564,448,b1542,ydfI,,,,,,,,,,,,,,,,,,,,
2376,2357,2338,b1544,ydfK,,,,,,,,,,,,,,,,,,,,
1251,1203,1155,b1545,pinQ,,,,,,,,,,,,,,,,,,,,
169,122,75,b1546,tfaQ,,,,,,,,,,,,,,,,,,,,
156,88,48,b1547,stfQ,,,,,,,,,,,,,,,,,,,,
25,7,0,b4533,ynfO,,,,,,,,,,,,,,,,,,,,
179,145,112,b1549,ydfO,,,,,,,,,,,,,,,,,,,,
23328,23314,23300,b1550,gnsB,,,,,,,,,,,,,,,,,,,,
232,219,207,b1551,ynfN,,,,,,,,,,,,,,,,,,,,
2642,2625,2607,b1552,cspI,,,,,,,,,,,,,,,,,,,,
170,130,91,b1553,rzpQ,,,,,,,,,,,,,,,,,,,,
62,41,23,b4689,rzoQ,,,,,,,,,,,,,,,,,,,,
200,156,112,b1554,rrrQ,,,,,,,,,,,,,,,,,,,,
273,247,222,b1555,ydfR,,,,,,,,,,,,,,,,,,,,
201,183,165,b1556,essQ,,,,,,,,,,,,,,,,,,,,
71616,71598,71581,b1557,cspB,,,,,,,,,,,,,,,,,,,,
4947,4929,4912,b1558,cspF,,,,,,,,,,,,,,,,,,,,
973,912,851,b1559,quuQ,,,,,,,,,,,,,,,,,,,,
265,179,114,b1560,ydfU,,,,,,,,,,,,,,,,,,,,
355,335,314,b1561,rem,,,,,,,,,,,,,,,,,,,,
3651,3638,3626,b1562,hokD,,,,,,,,,,,,,,,,,,,,
4725,4701,4678,b1563,relE,,,,,,,,,,,,,,,,,,,,
4053,4034,4014,b1564,relB,,,,,,,,,,,,,,,,,,,,
73,49,32,b1565,ydfV,,,,,,,,,,,,,,,,,,,,
32770,32743,32716,b1566,flxA,,,,,,,,,,,,,,,,,,,,
198,179,160,b1569,dicC,,,,,,,,,,,,,,,,,,,,
15091,15058,15025,b1570,dicA,,,,,,,,,,,,,,,,,,,,
217,204,191,b1571,ydfA,,,,,,,,,,,,,,,,,,,,
211,201,190,b1572,ydfB,,,,,,,,,,,,,,,,,,,,
259,241,223,b1573,ydfC,,,,,,,,,,,,,,,,,,,,
26,15,7,b1575,dicB,,,,,,,,,,,,,,,,,,,,
34,19,8,b1576,ydfD,,,,,,,,,,,,,,,,,,,,
343,260,178,b1580,rspB,,,,,,,,,,,,,,,,,,,,
714,614,515,b1581,rspA,,,,,,,,,,,,,,,,,,,,
1034,1007,981,b1582,ynfA,,,,,,,,,,,,,,,,,,,,
9907,9879,9851,b1583,ynfB,,,,,,,,,,,,,,,,,,,,
14995,14949,14903,b1584,speG,,,,,,,,,,,,,,,,,,,,
4377,4319,4261,b1585,ynfC,,,,,,,,,,,,,,,,,,,,
3087,3062,3037,b1586,ynfD,,,,,,,,,,,,,,,,,,,,
201,47,7,b1587,ynfE,,,,,,,,,,,,,,,,,,,,
1111,913,718,b1588,ynfF,,,,,,,,,,,,,,,,,,,,
322,272,222,b1589,ynfG,,,,,,,,,,,,,,,,,,,,
3416,3346,3277,b1590,ynfH,,,,,,,,,,,,,,,,,,,,
4727,4677,4626,b1591,dmsD,,,,,,,,,,,,,,,,,,,,
589,487,385,b1592,clcB,,,,,,,,,,,,,,,,,,,,
3182,3126,3069,b1593,ynfK,,,,,,,,,,,,,,,,,,,,
30833,30733,30633,b1594,dgsA,,,,,,,,,,,,,,,,,,,,
714,641,568,b1595,ynfL,,,,,,,,,,,,,,,,,,,,
3376,3274,3171,b1596,ynfM,,,,,,,,,,,,,,,,,,,,
135,109,84,b1597,asr,,,,,,,,,,,,,,,,,,,,
7,1,0,b4601,ydgU,,,,,,,,,,,,,,,,,,,,
3940,3873,3806,b1598,ydgD,,,,,,,,,,,,,,,,,,,,
566,539,512,b1599,mdtI,,,,,,,,,,,,,,,,,,,,
1712,1682,1652,b1600,mdtJ,,,,,,,,,,,,,,,,,,,,
1282,1197,1112,b1601,tqsA,,,,,,,,,,,,,,,,,,,,
38005,37892,37778,b1602,pntB,,,,,,,,,,,,,,,,,,,,
36821,36696,36571,b1603,pntA,,,,,,,,,,,,,,,,,,,,
12765,12688,12611,b1604,ydgH,,,,,,,,,,,,,,,,,,,,
1685,1572,1459,b1605,ydgI,,,,,,,,,,,,,,,,,,,,
1277,1217,1158,b1606,folM,,,,,,,,,,,,,,,,,,,,
4706,4678,4651,b1607,ydgC,,,,,,,,,,,,,,,,,,,,
9353,9294,9235,b1608,rstA,,,,,,,,,,,,,,two-component,regulatory,system,with,sensor,protein,RstB
8370,8263,8157,b1609,rstB,,,,,,,,,,,,,,,,,,,,
2816,2740,2664,b1610,tus,,,,,,,,,,,,,,,,,,,,
17100,16985,16871,b1611,fumC,,,,,,,,,,,,,,,,,,,,
135507,135372,135237,b1612,fumA,,,,,,,,,,,,,,,,,,,,
18826,18730,18634,b1613,manA,,,,,,,,,,,,,,,,,,,,
45911,45787,45664,b1614,ydgA,,,,,,,,,,,,,,,,,,,,
1156,1052,949,b1615,uidC,,,,,,,,,,,,,,,,,,,,
1882,1770,1657,b1616,uidB,,,,,,,,,,,,,,,,,,,,
7219,7070,6922,b1617,uidA,,,,,,,,,,,,,,,,,,,,
25467,25419,25371,b1618,uidR,,,,,,,,,,,,,,,,,,,,
7005,6942,6879,b1619,hdhA,,,,,,,,,,,,,,,,,,,,
4830,4745,4661,b1620,malI,,,,,,,,,,,,,,,,,,,,
10077,9947,9817,b1621,malX,,,,,,,,,,,,,,,,,,,,
11041,10945,10849,b1622,malY,,,,,,,,,,,,,,,,,,,,
21411,21329,21247,b1623,add,,,,,,,,,,,,,,,,,,,,
7571,7486,7401,b1624,ydgJ,,,,,,,,,,,,,,,,,,,,
5035,5025,5015,b4409,blr,,,,,,,,,,,,,,,,,,,,
1599,1581,1564,b1625,cnu,,,,,,,,,,,,,,StpA,,,,,,
5996,5959,5923,b1626,ydgK,,,,,,,,,,,,,,,,,,,,
3658,3611,3563,b1627,rsxA,,,,,,,,,,,,,,,,,,,,
2176,2129,2081,b1628,rsxB,,,,,,,,,,,,,,,,,,,,
4298,4116,3935,b1629,rsxC,,,,,,,,,,,,,,oxidoreductase,,,,,,
2343,2256,2170,b1630,rsxD,,,,,,,,,,,,,,,,,,,,
1264,1214,1163,b1631,rsxG,,,,,,,,,,,,,,,,,,,,
1455,1398,1341,b1632,rsxE,,,,,,,,,,,,,,,,,,,,
2206,2154,2102,b1633,nth,,,,,,,,,,,,,,,,,,,,
51378,51256,51133,b1634,dtpA,,,,,,,,,,,,,,,,,,,,
5691,5641,5591,b1635,gstA,,,,,,,,,,,,,,,,,,,,
6799,6728,6657,b1636,pdxY,,,,,,,,,,,,,,,,,,,,
36805,36700,36596,b1637,tyrS,,,,,,,,,,,,,,,,,,,,
7256,7202,7149,b1638,pdxH,,,,,,,,,,,,,,,,,,,,
1154,1127,1100,b1639,mliC,,,,,,,,,,,,,,,,,,,,
5504,5413,5322,b1640,anmK,,,,,,,,,,,,,,,,,,,,
53826,53787,53749,b1641,slyB,,,,,,,,,,,,,,,,,,,,
21917,21882,21846,b1642,slyA,,,,,,,,,,,,,,,,,,,,
1187,1167,1148,b1643,ydhI,,,,,,,,,,,,,,,,,,,,
3256,3186,3116,b1644,ydhJ,,,,,,,,,,,,,,,,,,,,
2802,2637,2472,b1645,ydhK,,,,,,,,,,,,,,,,,,,,
1784,1742,1699,b1646,sodC,,,,,,,,,,,,,,,,,,,,
8033,7960,7887,b1647,ydhF,,,,,,,,,,,,,,,,,,,,
624,605,585,b1648,ydhL,,,,,,,,,,,,,,,,,,,,
1512,1463,1415,b1649,nemR,,,,,,,,,,,,,,,,,,,,
4038,3948,3859,b1650,nemA,,,,,,,,,,,,,,,,,,,,
16947,16914,16880,b1651,gloA,,,,,,,,,,,,,,,,,,,,
2858,2805,2752,b1652,rnt,,,,,,,,,,,,,,,,,,,,
2303,1926,1553,b1653,lhr,,,,,,,,,,,,,,,,,,,,
23364,23335,23307,b1654,grxD,,,,,,,,,,,,,,,,,,,,
9531,9464,9398,b1655,ydhO,,,,,,,,,,,,,,,,,,,,
117196,117148,117101,b1656,sodB,,,,,,,,,,,,,,,,,,,,
779,683,589,b1657,ydhP,,,,,,,,,,,,,,,,,,,,
5141,5133,5126,b4602,ynhF,,,,,,,,,,,,,,,,,,,,
8220,8136,8052,b1658,purR,,,,,,,,,,,,,,,,,,,,
1750,1673,1597,b1659,ydhB,,,,,,,,,,,,,,,,,,,,
3539,3440,3341,b1660,ydhC,,,,,,,,,,,,,,,,,,,,
8699,8605,8511,b1661,cfa,,,,,,,,,,,,,,,,,,,,
25216,25163,25111,b1662,ribC,,,,,,,,,,,,,,,,,,,,
2728,2616,2503,b1663,mdtK,,,,,,,,,,,,,,,,,,,,
18229,18126,18023,b1664,ydhQ,,,,,,,,,,,,,,,,,,,,
14975,14950,14925,b1667,ydhR,,,,,,,,,,,,,,,,,,,,
894,762,631,b1668,ydhS,,,,,,,,,,,,,,,,,,,,
260,193,133,b1669,ydhT,,,,,,,,,,,,,,,,,,,,
343,279,225,b1670,ydhU,,,,,,,,,,,,,,,,,,,,
144,93,57,b1671,ydhX,,,,,,,,,,,,,,,,,,,,
306,254,202,b1672,ydhW,,,,,,,,,,,,,,,,,,,,
387,228,115,b1673,ydhV,,,,,,,,,,,,,,,,,,,,
113,62,21,b1674,ydhY,,,,,,,,,,,,,,,,,,,,
2244,2227,2210,b1675,ydhZ,,,,,,,,,,,,,,,,,,,,
122512,122396,122281,b1676,pykF,,,,,,,,,,,,,,,,,,,,
1809635,1809616,1809597,b1677,lpp,,,,,,,,,,,,,,,,,,,,
2071,1989,1907,b1678,ynhG,,,,,,,,,,,,,,,,,,,,
965,931,897,b1679,sufE,,,,,,,,,,,,,,,,,,,,
2064,1964,1864,b1680,sufS,,,,,,,,,,,,,,,,,,,,
2469,2365,2261,b1681,sufD,,,,,,,,,,,,,,,,,,,,
1340,1279,1218,b1682,sufC,,,,,,,,,,,,,,,,,,,,
3604,3482,3361,b1683,sufB,,,,,,,,,,,,,,,,,,,,
954,924,894,b1684,sufA,,,,,,,,,,,,,,,,,,,,
990,974,959,b1685,ydiH,,,,,,,,,,,,,,,,,,,,
1969,1935,1902,b1686,ydiI,,,,,,,,,,,,,,,,,,,,
9689,9439,9189,b1687,ydiJ,,,,,,,,,,,,,,,,,,,,
4463,4372,4281,b1688,ydiK,,,,,,,,,,,,,,,,,,,,
193,164,134,b1689,ydiL,,,,,,,,,,,,,,,,,,,,
201,107,39,b1690,ydiM,,,,,,,,,,,,,,,,,,,,
27,1,0,b1691,ydiN,,,,,,,,,,,,,,,,,,,,
882,814,760,b1692,ydiB,,,,,,,,,,,,,,,,,,,,
4260,4198,4136,b1693,aroD,,,,,,,,,,,,,,,,,,,,
146,51,14,b1694,ydiF,,,,,,,,,,,,,,,,,,,,
175,81,15,b1695,ydiO,,,,,,,,,,,,,,,,,,,,
1111,1036,962,b1696,ydiP,,,,,,,,,,,,,,,,,,,,
95,47,21,b1697,ydiQ,,,,,,,,,,,,,,,,,,,,
267,190,127,b1698,ydiR,,,,,,,,,,,,,,,,,,,,
184,88,38,b1699,ydiS,,,,,,,,,,,,,,,,,,,,
36,13,0,b1700,ydiT,,,,,,,,,,,,,,,,,,,,
181,70,24,b1701,fadK,,,,,,,,,,,,,,,,,,,,
11495,11300,11106,b1702,ppsA,,,,,,,,,,,,,,,,,,,,
2302,2234,2166,b1703,ppsR,,,,,,,,,,,,,,,,,,,,
2026,1941,1855,b1704,aroH,,,,,,,,,,,,,,,,,,,,
2467,2451,2436,b1705,ydiE,,,,,,,,,,,,,,,,,,,,
12755,12638,12521,b1706,ydiU,,,,,,,,,,,,,,,,,,,,
3387,3328,3270,b1707,cdgR,,,,,,,,,,,,,,,,,,,,
6308,6270,6232,b1708,nlpC,,,,,,,,,,,,,,,,,,,,
2382,2320,2259,b1709,btuD,,,,,,,,,,,,,,,,,,,,
2968,2923,2878,b1710,btuE,,,,,,,,,,,,,,,,,,,,
3095,3015,2935,b1711,btuC,,,,,,,,,,,,,,,,,,,,
49169,49144,49120,b1712,ihfA,,,,,,,,,,,,,,,,,,,,
87775,87581,87386,b1713,pheT,,,,,,,,,,,,,,,,,,,,
19827,19747,19666,b1714,pheS,,,,,,,,,,,,,,,,,,,,
483,480,476,b1715,pheM,,,,,,,,,,,,,,,,,,,,
260616,260586,260557,b1716,rplT,,,,,,,,,,,,,,,,,,,,
219649,219633,219616,b1717,rpmI,,,,,,,,,,,,,,,,,,,,
453032,452987,452943,b1718,infC,,,,,,,,,,,,,,,,,,,,
264825,264668,264510,b1719,thrS,,,,,,,,,,,,,,,,,,,,
533,524,515,b4535,yniD,,,,,,,,,,,,,,,,,,,,
1833,1771,1709,b1722,ydiY,,,,,,,,,,,,,,,,,,,,
2442,2366,2290,b1723,pfkB,,,,,,,,,,,,,,,,,,,,
808,784,760,b1724,ydiZ,,,,,,,,,,,,,,,,,,,,
6987,6917,6846,b1725,yniA,,,,,,,,,,,,,,,,,,,,
8187,8143,8099,b1726,yniB,,,,,,,,,,,,,,,,,,,,
7633,7578,7524,b1727,yniC,,,,,,,,,,,,,,,,,,,,
2863,2815,2767,b1728,ydjM,,,,,,,,,,,,,,,,,,,,
4489,4375,4262,b1729,ydjN,,,,,,,,,,,,,,,,,,,,
136,72,33,b1730,ydjO,,,,,,,,,,,,,,,,,,,,
1484,1464,1444,b1731,cedA,,,,,,,,,,,,,,,,,,,,
362,190,78,b1732,katE,,,,,,,,,,,,,,,,,,,,
1150,1088,1027,b1733,chbG,,,,,,,,,,,,,,,,,,,,
1331,1220,1110,b1734,chbF,,,,,,,,,,,,,,,,,,,,
2727,2658,2589,b1735,chbR,,,,,,,,,,,,,,,,,,,,
1451,1422,1394,b1736,chbA,,,,,,,,,,,,,,,,,,,,
3977,3866,3755,b1737,chbC,,,,,,,,,,,,,,,,,,,,
5706,5680,5654,b1738,chbB,,,,,,,,,,,,,,,,,,,,
12409,12382,12354,b1739,osmE,,,,,,,,,,,,,,,,,,,,
40060,39992,39925,b1740,nadE,,,,,,,,,,,,,,,,,,,,
2010,1938,1865,b1741,cho,,,,,,,,,,,,,,,,,,,,
2610,2562,2515,b1742,ves,,,,,,,,,,,,,,,,,,,,
2217,2177,2138,b1743,spy,,,,,,,,,,,,,,,,,,,,
494,415,335,b1744,astE,,,,,,,,,,,,,,,,,,,,
809,699,589,b1745,astB,,,,,,,,,,,,,,,,,,,,
1069,948,827,b1746,astD,,,,,,,,,,,,,,,,,,,,
1553,1469,1384,b1747,astA,,,,,,,,,,,,,,,,,,,,
3190,3090,2991,b1748,astC,,,,,,,,,,,,,,,,,,,,
8406,8340,8274,b1749,xthA,,,,,,,,,,,,,,,,,,,,
459,400,342,b1750,ydjX,,,,,,,,,,,,,,,,,,,,
510,454,399,b1751,ydjY,,,,,,,,,,,,,,,,,,,,
987,930,872,b1752,ydjZ,,,,,,,,,,,,,,,,,,,,
705,660,615,b1753,ynjA,,,,,,,,,,,,,,,,,,,,
1064,968,873,b1754,ynjB,,,,,,,,,,,,,,,,,,,,
736,611,491,b1755,ynjC,,,,,,,,,,,,,,,,,,,,
945,891,838,b1756,ynjD,,,,,,,,,,,,,,,,,,,,
1415,1308,1201,b1757,ynjE,,,,,,,,,,,,,,,,,,,,
1073,1022,971,b1758,ynjF,,,,,,,,,,,,,,,,,,,,
975,941,908,b1759,nudG,,,,,,,,,,,,,,,,,,,,
1995,1973,1950,b1760,ynjH,,,,,,,,,,,,,,,,,,,,
32567,32457,32347,b1761,gdhA,,,,,,,,,,,,,,,,,,,,
3385,3300,3215,b1762,ynjI,,,,,,,,,,,,,,,,,,,,
19154,18993,18833,b1763,topB,,,,,,,,,,,,,,,,,,,,
16831,16745,16660,b1764,selD,,,,,,,,,,,,,,,,,,,,
9584,9539,9494,b1765,ydjA,,,,,,,,,,,,,,,,,,,,
23819,23667,23516,b1766,sppA,,,,,,,,,,,,,,,,,,,,
5857,5774,5691,b1767,ansA,,,,,,,,,,,,,,,,,,,,
3566,3513,3461,b1768,pncA,,,,,,,,,,,,,,,,,,,,
1667,1556,1445,b1769,ydjE,,,,,,,,,,,,,,,,,,,,
9195,9133,9071,b1770,ydjF,,,,,,,,,,,,,,,,,,,,
1618,1538,1458,b1771,ydjG,,,,,,,,,,,,,,,,,,,,
1384,1307,1229,b1772,ydjH,,,,,,,,,,,,,,,,,,,,
1758,1689,1621,b1773,ydjI,,,,,,,,,,,,,,,,,,,,
1512,1427,1342,b1774,ydjJ,,,,,,,,,,,,,,,,,,,,
1364,1251,1138,b1775,ydjK,,,,,,,,,,,,,,,,,,,,
2153,2065,1977,b1776,ydjL,,,,,,,,,,,,,,,,,,,,
20563,20540,20518,b1777,yeaC,,,,,,,,,,,,,,,,,,,,
27744,27711,27677,b1778,msrB,,,,,,,,,,,,,,,,,,,,
1216101,1216019,1215937,b1779,gapA,,,,,,,,,,,,,,,,,,,,
15905,15832,15760,b1780,yeaD,,,,,,,,,,,,,,,,,,,,
5375,5305,5235,b1781,yeaE,,,,,,,,,,,,,,,,,,,,
67797,67735,67674,b1782,mipA,,,,,,,,,,,,,,,,,,,,
1663,1505,1346,b1783,yeaG,,,,,,,,,,,,,,,,,,,,
379,274,174,b1784,yeaH,,,,,,,,,,,,,,,,,,,,
123,48,12,b1785,yeaI,,,,,,,,,,,,,,,,,,,,
1682,1566,1451,b1786,yeaJ,,,,,,,,,,,,,,,,,,,,
6858,6817,6776,b1787,yeaK,,,,,,,,,,,,,,,,,,,,
36,28,19,b1788,yoaI,,,,,,,,,,,,,,,,,,,,
1369,1333,1296,b1789,yeaL,,,,,,,,,,,,,,,,,,,,
1718,1651,1584,b1790,yeaM,,,,,,,,,,,,,,,,,,,,
1988,1891,1795,b1791,yeaN,,,,,,,,,,,,,,,,,,,,
2656,2627,2599,b1792,yeaO,,,,,,,,,,,,,,,,,,,,
2635,2614,2593,b1793,yoaF,,,,,,,,,,,,,,,,,,,,
10163,10080,9996,b1794,yeaP,,,,,,,,,,,,,,,,,,,,
1586,1577,1569,b4676,yoaK,,,,,,,,,,,,,,,,,,,,
234,228,222,b4675,yoaJ,,,,,,,,,,,,,,,,,,,,
3242,3221,3201,b1795,yeaQ,,,,,,,,,,,,,,,,,,,,
162,147,132,b1796,yoaG,,,,,,,,,,,,,,,,,,,,
499,470,440,b1797,yeaR,,,,,,,,,,,,,,,,,,,,
5884,5831,5779,b1798,leuE,,,,,,,,,,,,,,,,,,,,
11913,11837,11762,b1799,dmlR,,,,,,,,,,,,,,,,,,,,
524,435,347,b1800,dmlA,,,,,,,,,,,,,,,,,,,,
933,816,716,b1801,yeaV,,,,,,,,,,,,,,,,,,,,
636,544,455,b1802,yeaW,,,,,,,,,,,,,,,,,,,,
630,551,472,b1803,yeaX,,,,,,,,,,,,,,,,,,,,
9869,9777,9684,b1804,rnd,,,,,,,,,,,,,,,,,,,,
19745,19607,19470,b1805,fadD,,,,,,,,,,,,,,,,,,,,
6721,6674,6626,b1806,yeaY,,,,,,,,,,,,,,,,,,,,
4049,3992,3936,b1807,yeaZ,,,,,,,,,,,,,,,,,,,,
6791,6635,6479,b1808,yoaA,,,,,,,,,,,,,,,,,,,,
16296,16268,16240,b1809,yoaB,,,,,,,,,,,,,,,,,,,,
1980,1955,1931,b1810,yoaC,,,,,,,,,,,,,,,,,,,,
3324,3309,3294,b1811,yoaH,,,,,,,,,,,,,,,,,,,,
1724,1612,1501,b1812,pabB,,,,,,,,,,,,,,,,,,,,
2976,2929,2881,b1813,nudL,,,,,,,,,,,,,,,,,,,,
20158,20047,19935,b1814,sdaA,,,,,,,,,,,,,,,,,,,,
408,285,181,b1815,adrB,,,,,,,,,,,,,,,,,,,,
13658,13531,13403,b1816,yoaE,,,,,,,,,,,,,,,,,,,,
326979,326899,326820,b1817,manX,,,,,,,,,,,,,,,,,,,,
231267,231202,231136,b1818,manY,,,,,,,,,,,,,,,,,,,,
266123,266054,265984,b1819,manZ,,,,,,,,,,,,,,,,,,,,
11712,11675,11637,b1820,yobD,,,,,,,,,,,,,,,,,,,,
625,579,533,b1821,yebN,,,,,,,,,,,,,,,,,,,,
9714,9648,9581,b1822,rlmA,,,,,,,,,,,,,,,,,,,,
197288,197270,197253,b1823,cspC,,,,,,,,,,,,,,,,,,,,
464295,464283,464272,b1824,yobF,,,,,,,,,,,,,,,,,,,,
13422,13399,13375,b1825,yebO,,,,,,,,,,,,,,,,,,,,
5836,5824,5813,b1826,mgrB,,,,,,,,,,,,,,,,,,,,
3618,3598,3579,b4536,yobH,,,,,,,,,,,,,,,,,,,,
26108,26043,25979,b1827,kdgR,,,,,,,,,,,,,,,,,,,,
1113,1001,889,b1828,yebQ,,,,,,,,,,,,,,,,,,,,
49544,49471,49399,b1829,htpX,,,,,,,,,,,,,,,,,,,,
82695,82528,82360,b1830,prc,,,,,,,,,,,,,,,,,,,,
86070,86013,85956,b1831,proQ,,,,,,,,,,,,,,,,,,,,
45311,45271,45230,b1832,msrC,,,,,,,,,,,,,,,,,,,,
6143,6038,5933,b1833,yebS,,,,,,,,,,,,,,,,,,,,
7536,7321,7105,b1834,yebT,,,,,,,,,,,,,,,,,,,,
3031,2913,2795,b1835,rsmF,,,,,,,,,,,,,,,,,,,,
392,372,353,b1836,yebV,,,,,,,,,,,,,,,,,,,,
829,814,798,b1837,yebW,,,,,,,,,,,,,,,,,,,,
290,236,182,b1838,pphA,,,,,,,,,,,,,,,,,,,,
17958,17930,17902,b1839,yebY,,,,,,,,,,,,,,,,,,,,
24619,24548,24477,b1840,yebZ,,,,,,,,,,,,,,,,,,,,
22308,22277,22246,b1841,yobA,,,,,,,,,,,,,,,,,,,,
1525,1506,1487,b1842,holE,,,,,,,,,,,,,,,,,,,,
2833,2779,2725,b1843,yobB,,,,,,,,,,,,,,,,,,,,
5779,5725,5671,b1844,exoX,,,,,,,,,,,,,,,,,,,,
5077,4909,4740,b1845,ptrB,,,,,,,,,,,,,,,,,,,,
3612,3558,3504,b1846,yebE,,,,,,,,,,,,,,,,,,,,
4486,4457,4428,b1847,yebF,,,,,,,,,,,,,,,,,,,,
8798,8774,8751,b1848,yebG,,,,,,,,,,,,,,,,,,,,
304,208,119,b1849,purT,,,,,,,,,,,,,,,,,,,,
7848,7796,7743,b1850,eda,,,,,,,,,,,,,,,,,,,,
8180,8032,7884,b1851,edd,,,,,,,,,,,,,,,,,,,,
81750,81629,81508,b1852,zwf,,,,,,,,,,,,,,,,,,,,
27775,27704,27633,b1853,yebK,,,,,,,,,,,,,,,,,,,,
91982,91864,91746,b1854,pykA,,,,,,,,,,,,,,,,,,,,
9270,9191,9112,b1855,lpxM,,,,,,,,,,,,,,,,,,,,
33781,33673,33565,b1856,yebA,,,,,,,,,,,,,,,,,,,,
31275,31198,31122,b1857,znuA,,,,,,,,,,,,,,,,,,,,
4609,4547,4485,b1858,znuC,,,,,,,,,,,,,,,,,,,,
2036,1971,1907,b1859,znuB,,,,,,,,,,,,,,,,,,,,
5930,5847,5765,b1860,ruvB,,,,,,,,,,,,,,,,,,,,
5020,4970,4920,b1861,ruvA,,,,,,,,,,,,,,,,,,,,
14,9,4,b4677,yobI,,,,,,,,,,,,,,,,,,,,
293,244,195,b1862,yebB,,,,,,,,,,,,,,,,,,,,
7379,7336,7294,b1863,ruvC,,,,,,,,,,,,,,,,,,,,
20823,20763,20702,b1864,yebC,,,,,,,,,,,,,,,,,,,,
6184,6147,6110,b1865,nudB,,,,,,,,,,,,,,,,,,,,
25319,25174,25029,b1866,aspS,,,,,,,,,,,,,,,,,,,,
5417,5371,5324,b1867,yecD,,,,,,,,,,,,,,,,,,,,
3497,3430,3363,b1868,yecE,,,,,,,,,,,,,,,,,,,,
4295,4263,4231,b1869,yecN,,,,,,,,,,,,,,,,,,,,
4290,4229,4168,b1870,cmoA,,,,,,,,,,,,,,,,,,,,
4339,4260,4180,b1871,cmoB,,,,,,,,,,,,,,,,,,,,
1314,1115,916,b1872,torZ,,,,,,,,,,,,,,,,,,,,
512,424,345,b1873,torY,,,,,,,,,,,,,,,,,,,,
26981,26920,26858,b1874,cutC,,,,,,,,,,,,,,,,,,,,
3616,3570,3523,b1875,yecM,,,,,,,,,,,,,,,,,,,,
14331,14189,14048,b1876,argS,,,,,,,,,,,,,,,,,,,,
505,465,425,b1877,yecT,,,,,,,,,,,,,,,,,,,,
4343,4311,4279,b1878,flhE,,,,,,,,,,,,,,,,,,,,
24275,24105,23935,b1879,flhA,,,,,,,,,,,,,,,,,,,,
18727,18633,18539,b1880,flhB,,,,,,,,,,,,,,,,,,,,
16386,16334,16281,b1881,cheZ,,,,,,,,,,,,,,,,,,,,
