no  subtraction,0.5% subtraction,1% subtraction,#ORF/Gene,number,,,,,,,,,,,,,,,,,,,,
515,438,361,b2166,psuK,,,,,,,,,,,,,,,,,,,,
82423,82284,82146,b2167,fruA,,,,,,,,,,,,,,,,,,,,
26802,26725,26648,b2168,fruK,,,,,,,,,,,,,,,,,,,,
30441,30348,30256,b2169,fruB,,,,,,,,,,,,,,,,,,,,
758,664,577,b2170,setB,,,,,,,,,,,,,,,,,,,,
465,444,423,b4502,yeiW,,,,,,,,,,,,,,,,,,,,
7603,7557,7510,b2171,yeiP,,,,,,,,,,,,,,,,,,,,
8915,8796,8676,b2172,yeiQ,,,,,,,,,,,,,,,,,,,,
9093,9013,8932,b2173,yeiR,,,,,,,,,,,,,,,,,,,,
12690,12631,12573,b2174,lpxT,,,,,,,,,,,,,,,,,,,,
145314,145268,145221,b2175,spr,,,,,,,,,,,,,,,,,,,,
9510,9383,9256,b2176,rtn,,,,,,,,,,,,,,,,,,,,
6481,6333,6184,b2177,yejA,,,,,,,,,,,,,,,,,,,,
3328,3238,3149,b2178,yejB,,,,,,,,,,,,,,,,,,,,
2987,2903,2820,b2179,yejE,,,,,,,,,,,,,,,,,,,,
6070,5940,5810,b2180,yejF,,,,,,,,,,,,,,,,,,,,
23004,22976,22948,b2181,yejG,,,,,,,,,,,,,,,,,,,,
8139,8042,7945,b2182,bcr,,,,,,,,,,,,,,,,,,,,
11088,11031,10974,b2183,rsuA,,,,,,,,,,,,,,,,,,,,
3185,3041,2897,b2184,yejH,,,,,,,,,,,,,,,,,,,,
144681,144658,144635,b2185,rplY,,,,,,,,,,,,,,,,,,,,
9671,9589,9506,b2186,yejK,,,,,,,,,,,,,,,,,,,,
15165,15146,15128,b2187,yejL,,,,,,,,,,,,,,,,,,,,
23432,23288,23144,b2188,yejM,,,,,,,,,,,,,,,,,,,,
29575,29492,29409,b2192,insH,,,,,,,,,,,,,,,,,,,,
5802,5749,5696,b2193,narP,,,,,,,,,,,,,,,,,,,,
1320,1234,1147,b2194,ccmH,,,,,,,,,,,,,,,,,,,,
604,558,513,b2195,ccmG,,,,,,,,,,,,,,,,,,,,
1266,1107,948,b2196,ccmF,,,,,,,,,,,,,,,,,,,,
505,466,427,b2197,ccmE,,,,,,,,,,,,,,,,,,,,
242,225,208,b2198,ccmD,,,,,,,,,,,,,,,,,,,,
924,864,803,b2199,ccmC,,,,,,,,,,,,,,,,,,,,
441,387,333,b2200,ccmB,,,,,,,,,,,,,,,,,,,,
1653,1602,1551,b2201,ccmA,,,,,,,,,,,,,,,,,,,,
2144,2094,2045,b2202,napC,,,,,,,,,,,,,,,,,,,,
587,550,514,b2203,napB,,,,,,,,,,,,,,,,,,,,
822,752,681,b2204,napH,,,,,,,,,,,,,,,,,,,,
401,345,288,b2205,napG,,,,,,,,,,,,,,,,,,,,
2612,2408,2205,b2206,napA,,,,,,,,,,,,,,,,,,,,
309,288,266,b2207,napD,,,,,,,,,,,,,,,,,,,,
746,705,665,b2208,napF,,,,,,,,,,,,,,,,,,,,
10,1,0,b4604,yojO,,,,,,,,,,,,,,,,,,,,
15438,15398,15358,b2209,eco,,,,,,,,,,,,,,,,,,,,
11485,11351,11216,b2210,mqo,,,,,,,,,,,,,,,,,,,,
4970,4835,4701,b2211,yojI,,,,,,,,,,,,,,,,,,,,
209,155,104,b2212,alkB,,,,,,,,,,,,,,,,,,,,
1038,951,864,b2213,ada,,,,,,,,,,,,,,,,,,,,
1616,1530,1443,b2214,apbE,,,,,,,,,,,,,,,,,,,,
2084975,2084887,2084792,b2215,ompC,,,,,,,,,,,,,,,,,,,,
59749,59530,59312,b2216,rcsD,,,,,,,,,,,,,,,,,,,,
60606,60553,60499,b2217,rcsB,,,,,,,,,,,,,,,,,,,,
30491,30258,30025,b2218,rcsC,,,,,,,,,,,,,,,,,,,,
4393,4244,4095,b2219,atoS,,,,,,,,,,,,,,,,,,,,
4482,4369,4256,b2220,atoC,,,,,,,,,,,,,,interaction,protein,,,,,
46,7,0,b2221,atoD,,,,,,,,,,,,,,,,,,,,
16,1,0,b2222,atoA,,,,,,,,,,,,,,,,,,,,
199,130,90,b2223,atoE,,,,,,,,,,,,,,,,,,,,
226,142,81,b2224,atoB,,,,,,,,,,,,,,,,,,,,
429,366,314,b2225,yfaP,,,,,,,,,,,,,,,,,,,,
309,186,91,b2226,yfaQ,,,,,,,,,,,,,,,,,,,,
63,17,2,b2229,yfaT,,,,,,,,,,,,,,,,,,,,
655,519,395,b2230,yfaA,,,,,,,,,,,,,,,,,,,,
76353,76138,75923,b2231,gyrA,,,,,,,,,,,,,,,,,,,,
4923,4864,4805,b2232,ubiG,,,,,,,,,,,,,,,,,,,,
2504,2219,1977,b2233,yfaL,,,,,,,,,,,,,,,,,,,,
20742,20555,20369,b2234,nrdA,,,,,,,,,,,,,,,,,,,,
13416,13323,13231,b2235,nrdB,,,,,,,,,,,,,,,,,,,,
1738,1717,1696,b2236,yfaE,,,,,,,,,,,,,,,,,,,,
8153,8100,8047,b2237,inaA,,,,,,,,,,,,,,,,,,,,
673881,673792,673704,b2239,glpQ,,,,,,,,,,,,,,,,,,,,
484645,484533,484422,b2240,glpT,,,,,,,,,,,,,,,,,,,,
56515,56382,56249,b2241,glpA,,,,,,,,,,,,,,,,,,,,
38563,38459,38356,b2242,glpB,,,,,,,,,,,,,,,,,,,,
37144,37047,36950,b2243,glpC,,,,,,,,,,,,,,,,,,,,
2240,2166,2092,b2244,yfaD,,,,,,,,,,,,,,,,,,,,
958,942,927,b4543,ypaA,,,,,,,,,,,,,,,,,,,,
324,259,194,b2245,rhmA,,,,,,,,,,,,,,,,,,,,
342,238,144,b2246,rhmT,,,,,,,,,,,,,,,,,,,,
416,318,223,b2247,rhmD,,,,,,,,,,,,,,,,,,,,
309,245,186,b2248,rhmR,,,,,,,,,,,,,,,,,,,,
9194,9096,8998,b2249,yfaY,,,,,,,,,,,,,,,,,,,,
1357,1313,1268,b2250,yfaZ,,,,,,,,,,,,,,,,,,,,
4305,4270,4236,b2251,nudI,,,,,,,,,,,,,,,,,,,,
291,241,192,b2252,ais,,,,,,,,,,,,,,,,,,,,
540,447,354,b2253,arnB,,,,,,,,,,,,,,,,,,,,
293,215,142,b2254,arnC,,,,,,,,,,,,,,,,,,,,
3706,3545,3390,b2255,arnA,,,,,,,,,,,,,,,,,,,,
544,471,398,b2256,arnD,,,,,,,,,,,,,,,,,,,,
964,829,695,b2257,arnT,,,,,,,,,,,,,,,,,,,,
154,127,100,b4544,arnE,,,,,,,,,,,,,,,,,,,,
108,77,45,b2258,arnF,,,,,,,,,,,,,,,,,,,,
5965,5943,5922,b2259,pmrD,,,,,,,,,,,,,,,,,,,,
2478,2367,2256,b2260,menE,,,,,,,,,,,,,,,,,,,,
3704,3625,3546,b2261,menC,,,,,,,,,,,,,,,,,,,,
4961,4891,4821,b2262,menB,,,,,,,,,,,,,,,,,,,,
1404,1342,1280,b2263,menH,,,,,,,,,,,,,,,,,,,,
2067,1931,1794,b2264,menD,,,,,,,,,,,,,,,,,,,,
7436,7330,7224,b2265,menF,,,,,,,,,,,,,,,,,,,,
3040,3015,2990,b2266,elaB,,,,,,,,,,,,,,,,,,,,
4108,4070,4033,b2267,elaA,,,,,,,,,,,,,,,,,,,,
4552,4477,4402,b2268,rbn,,,,,,,,,,,,,,,,,,,,
1005,906,807,b2269,elaD,,,,,,,,,,,,,,,,,,,,
468,330,215,b2270,yfbK,,,,,,,,,,,,,,,,,,,,
31,1,0,b2271,yfbL,,,,,,,,,,,,,,,,,,,,
120,78,41,b2272,yfbM,,,,,,,,,,,,,,,,,,,,
113,62,29,b2273,yfbN,,,,,,,,,,,,,,,,,,,,
438,404,369,b2274,yfbO,,,,,,,,,,,,,,,,,,,,
1145,1076,1006,b2275,yfbP,,,,,,,,,,,,,,,,,,,,
22847,22728,22609,b2276,nuoN,,,,,,,,,,,,,,,,,,,,
24913,24788,24663,b2277,nuoM,,,,,,,,,,,,,,,,,,,,
23864,23714,23563,b2278,nuoL,,,,,,,,,,,,,,,,,,,,
4014,3989,3964,b2279,nuoK,,,,,,,,,,,,,,,,,,,,
11615,11570,11524,b2280,nuoJ,,,,,,,,,,,,,,,,,,,,
14057,14013,13969,b2281,nuoI,,,,,,,,,,,,,,,,,,,,
27485,27405,27325,b2282,nuoH,,,,,,,,,,,,,,,,,,,,
115547,115325,115101,b2283,nuoG,,,,,,,,,,,,,,,,,,,,
55421,55312,55202,b2284,nuoF,,,,,,,,,,,,,,,,,,,,
31595,31554,31513,b2285,nuoE,,,,,,,,,,,,,,,,,,,,
129716,129569,129423,b2286,nuoC,,,,,,,,,,,,,,,,,,,,
103153,103099,103045,b2287,nuoB,,,,,,,,,,,,,,,,,,,,
66614,66578,66542,b2288,nuoA,,,,,,,,,,,,,,,,,,,,
18669,18593,18516,b2289,lrhA,,,,,,,,,,,,,,,,,,,,
21468,21369,21269,b2290,alaA,,,,,,,,,,,,,,,,,,,,
2874,2825,2776,b2291,yfbR,,,,,,,,,,,,,,,,,,,,
4195,4045,3895,b2292,yfbS,,,,,,,,,,,,,,,,,,,,
17412,17359,17305,b2293,yfbT,,,,,,,,,,,,,,,,,,,,
26517,26477,26436,b2294,yfbU,,,,,,,,,,,,,,,,,,,,
6035,5998,5961,b2295,yfbV,,,,,,,,,,,,,,,,,,,,
76807,76708,76610,b2296,ackA,,,,,,,,,,,,,,,,,,,,
61560,61385,61210,b2297,pta,,,,,,,,,,,,,,,,,,,,
429,305,191,b2298,yfcC,,,,,,,,,,,,,,,,,,,,
8360,8316,8272,b2299,yfcD,,,,,,,,,,,,,,,,,,,,
6836,6791,6745,b2300,yfcE,,,,,,,,,,,,,,,,,,,,
1713,1661,1608,b2301,yfcF,,,,,,,,,,,,,,,,,,,,
68,22,1,b2302,yfcG,,,,,,,,,,,,,,,,,,,,
21530,21501,21471,b2303,folX,,,,,,,,,,,,,,,,,,,,
14487,14414,14341,b2304,yfcH,,,,,,,,,,,,,,,,,,,,
1966,1893,1820,b2305,yfcI,,,,,,,,,,,,,,,,,,,,
7224,7161,7098,b2306,hisP,,,,,,,,,,,,,,,,,,,,
8536,8478,8419,b2307,hisM,,,,,,,,,,,,,,,,,,,,
8796,8740,8684,b2308,hisQ,,,,,,,,,,,,,,,,,,,,
30234,30170,30106,b2309,hisJ,,,,,,,,,,,,,,,,,,,,
51535,51471,51407,b2310,argT,,,,,,,,,,,,,,,,,,,,
4686,4639,4592,b2311,ubiX,,,,,,,,,,,,,,,,,,,,
3348,3224,3100,b2312,purF,,,,,,,,,,,,,,,,,,,,
2583,2543,2503,b2313,cvpA,,,,,,,,,,,,,,,,,,,,
5434,5380,5326,b2314,dedD,,,,,,,,,,,,,,,,,,,,
7603,7499,7395,b2315,folC,,,,,,,,,,,,,,,,,,,,
43838,43763,43688,b2316,accD,,,,,,,,,,,,,,,,,,,,
3996,3942,3888,b2317,dedA,,,,,,,,,,,,,,,,,,,,
2421,2355,2288,b2318,truA,,,,,,,,,,,,,,,,,,,,
4630,4547,4464,b2319,usg,,,,,,,,,,,,,,,,,,,,
12190,12097,12004,b2320,pdxB,,,,,,,,,,,,,,,,,,,,
4408,4327,4246,b2321,flk,,,,,,,,,,,,,,,,,,,,
571,474,380,b2322,yfcJ,,,,,,,,,,,,,,,,,,,,
49266,49167,49067,b2323,fabB,,,,,,,,,,,,,,,,,,,,
5338,5174,5010,b2324,mnmC,,,,,,,,,,,,,,,,,,,,
6710,6687,6664,b2325,yfcL,,,,,,,,,,,,,,,,,,,,
7098,7053,7008,b2326,yfcM,,,,,,,,,,,,,,,,,,,,
5513,5447,5380,b2327,yfcA,,,,,,,,,,,,,,,,,,,,
5765,5698,5630,b2328,mepA,,,,,,,,,,,,,,,,,,,,
11244,11155,11066,b2329,aroC,,,,,,,,,,,,,,,,,,,,
12736,12660,12583,b2330,prmB,,,,,,,,,,,,,,,,,,,,
5306,5261,5216,b2331,smrB,,,,,,,,,,,,,,,,,,,,
10485,10419,10353,b2332,yfcO,,,,,,,,,,,,,,,,,,,,
158,115,79,b2333,yfcP,,,,,,,,,,,,,,,,,,,,
152,116,82,b2334,yfcQ,,,,,,,,,,,,,,,,,,,,
152,112,77,b2335,yfcR,,,,,,,,,,,,,,,,,,,,
54,17,3,b2336,yfcS,,,,,,,,,,,,,,,,,,,,
119,73,35,b2339,yfcV,,,,,,,,,,,,,,,,,,,,
10018,9978,9938,b2340,sixA,,,,,,,,,,,,,,,,,,,,
32544,32368,32193,b2341,fadJ,,,,,,,,,,,,,,,,,,,,
20455,20348,20241,b2342,fadI,,,,,,,,,,,,,,,,,,,,
13395,13372,13348,b2343,yfcZ,,,,,,,,,,,,,,,,,,,,
47675,47565,47456,b2344,fadL,,,,,,,,,,,,,,,,,,,,
897,810,724,b2345,yfdF,,,,,,,,,,,,,,,,,,,,
17889,17827,17765,b2346,mlaA,,,,,,,,,,,,,,,,,,,,
438,363,297,b2347,yfdC,,,,,,,,,,,,,,,,,,,,
5933,5838,5743,b2349,intS,,,,,,,,,,,,,,,,,,,,
15678,15648,15618,b2350,gtrA,,,,,,,,,,,,,,,,,,,,
53327,53252,53176,b2351,gtrB,,,,,,,,,,,,,,,,,,,,
49711,49602,49493,b2352,gtrS,,,,,,,,,,,,,,,,,,,,
586,550,514,b2354,yfdK,,,,,,,,,,,,,,,,,,,,
4,0,0,b2357,yfdN,,,,,,,,,,,,,,,,,,,,
245,215,187,b2359,yfdP,,,,,,,,,,,,,,,,,,,,
301,233,166,b2360,yfdQ,,,,,,,,,,,,,,,,,,,,
34,8,0,b2361,yfdR,,,,,,,,,,,,,,,,,,,,
25,4,0,b2362,yfdS,,,,,,,,,,,,,,,,,,,,
108,83,58,b2363,yfdT,,,,,,,,,,,,,,,,,,,,
7771,7755,7738,b4501,torI,,,,,,,,,,,,,,,,,,,,
7151,7074,6998,b2364,dsdC,,,,,,,,,,,,,,,,,,,,
37674,37564,37455,b2365,dsdX,,,,,,,,,,,,,,,,,,,,
52885,52777,52668,b2366,dsdA,,,,,,,,,,,,,,,,,,,,
430,309,216,b2367,emrY,,,,,,,,,,,,,,,,,,,,
93,16,0,b2368,emrK,,,,,,,,,,,,,,,,,,,,
31964,31914,31863,b2369,evgA,,,,,,,,,,,,,,,,,,,,
58779,58485,58192,b2370,evgS,,,,,,,,,,,,,,,,,,,,
244,160,94,b2371,yfdE,,,,,,,,,,,,,,,,,,,,
86,25,3,b2372,yfdV,,,,,,,,,,,,,,,,,,,,
314,179,79,b2373,oxc,,,,,,,,,,,,,,,,,,,,
252,150,58,b2374,frc,,,,,,,,,,,,,,,,,,,,
179,127,76,b2375,yfdX,,,,,,,,,,,,,,,,,,,,
54,34,26,b2376,ypdI,,,,,,,,,,,,,,,,,,,,
1949,1929,1909,b2377,yfdY,,,,,,,,,,,,,,,,,,,,
17300,17224,17149,b2378,lpxP,,,,,,,,,,,,,,,,,,,,
74,68,62,b4680,ypdK,,,,,,,,,,,,,,,,,,,,
6529,6427,6326,b2379,alaC,,,,,,,,,,,,,,,,,,,,
6918,6780,6641,b2380,ypdA,,,,,,,,,,,,,,,,,,,,
5644,5584,5524,b2381,ypdB,,,,,,,,,,,,,,,,,,,,
1734,1663,1593,b2382,ypdC,,,,,,,,,,,,,,,,,,,,
456,283,204,b2383,fryA,,,,,,,,,,,,,,,,,,,,
62,16,3,b2384,ypdE,,,,,,,,,,,,,,,,,,,,
150,73,39,b2385,ypdF,,,,,,,,,,,,,,,,,,,,
113,35,10,b2386,fryC,,,,,,,,,,,,,,,,,,,,
66,39,14,b2387,fryB,,,,,,,,,,,,,,,,,,,,
28465,28386,28307,b2388,glk,,,,,,,,,,,,,,,,,,,,
840,737,634,b2389,yfeO,,,,,,,,,,,,,,,,,,,,
444,418,391,b2390,ypeC,,,,,,,,,,,,,,,,,,,,
6655,6554,6452,b2392,mntH,,,,,,,,,,,,,,,,,,,,
48397,48298,48200,b2393,nupC,,,,,,,,,,,,,,,,,,,,
10919,10828,10737,b2394,insL,,,,,,,,,,,,,,,,,,,,
5322,5143,4964,b2395,yfeA,,,,,,,,,,,,,,,,,,,,
15585,15557,15528,b2398,yfeC,,,,,,,,,,,,,,,,,,,,
12516,12483,12451,b2399,yfeD,,,,,,,,,,,,,,,,,,,,
43514,43398,43283,b2400,gltX,,,,,,,,,,,,,,,,,,,,
2327,2254,2182,b2405,xapR,,,,,,,,,,,,,,,,,,,,
1379,1277,1174,b2406,xapB,,,,,,,,,,,,,,,,,,,,
120,58,17,b2407,xapA,,,,,,,,,,,,,,,,,,,,
387,325,268,b2408,yfeN,,,,,,,,,,,,,,,,,,,,
871,795,719,b2409,yfeR,,,,,,,,,,,,,,,,,,,,
6109,6028,5946,b2410,yfeH,,,,,,,,,,,,,,,,,,,,
613,595,577,b4546,ypeB,,,,,,,,,,,,,,,,,,,,
8472,8307,8142,b2411,ligA,,,,,,,,,,,,,,,,,,,,
50530,50449,50369,b2412,zipA,,,,,,,,,,,,,,,,,,,,
4788,4725,4663,b2413,cysZ,,,,,,,,,,,,,,,,,,,,
31721,31641,31562,b2414,cysK,,,,,,,,,,,,,,,,,,,,
201961,201940,201919,b2415,ptsH,,,,,,,,,,,,,,,,,,,,
654585,654447,654302,b2416,ptsI,,,,,,,,,,,,,,,,,,,,
190578,190536,190494,b2417,crr,,,,,,,,,,,,,,,,,,,,
5657,5588,5518,b2418,pdxK,,,,,,,,,,,,,,,,,,,,
2513,2483,2452,b2419,yfeK,,,,,,,,,,,,,,,,,,,,
3574,3514,3454,b2420,yfeS,,,,,,,,,,,,,,,,,,,,
4201,4126,4052,b2421,cysM,,,,,,,,,,,,,,,,,,,,
465,376,286,b2422,cysA,,,,,,,,,,,,,,,,,,,,
237,166,99,b2423,cysW,,,,,,,,,,,,,,,,,,,,
182,115,59,b2424,cysU,,,,,,,,,,,,,,,,,,,,
457,373,297,b2425,cysP,,,,,,,,,,,,,,,,,,,,
67899,67834,67769,b2426,ucpA,,,,,,,,,,,,,,,,,,,,
3379,3309,3239,b2427,murR,,,,,,,,,,,,,,,,,,,,
11383,11310,11237,b2428,murQ,,,,,,,,,,,,,,,,,,,,
8873,8757,8640,b2429,murP,,,,,,,,,,,,,,,,,,,,
8160,8054,7947,b2430,yfeW,,,,,,,,,,,,,,,,,,,,
9090,9017,8943,b2431,yfeX,,,,,,,,,,,,,,,,,,,,
9477,9430,9383,b2432,yfeY,,,,,,,,,,,,,,,,,,,,
2569,2532,2495,b2433,yfeZ,,,,,,,,,,,,,,,,,,,,
5504,5469,5434,b2434,ypeA,,,,,,,,,,,,,,,,,,,,
10202,10131,10059,b2435,amiA,,,,,,,,,,,,,,,,,,,,
3253,3180,3106,b2436,hemF,,,,,,,,,,,,,,,,,,,,
618,532,446,b2437,eutR,,,,,,,,,,,,,,,,,,,,
819,778,737,b2438,eutK,,,,,,,,,,,,,,,,,,,,
627,573,519,b2439,eutL,,,,,,,,,,,,,,,,,,,,
866,794,721,b2440,eutC,,,,,,,,,,,,,,,,,,,,
1466,1355,1244,b2441,eutB,,,,,,,,,,,,,,,,,,,,
19891,19792,19693,b2442,intZ,,,,,,,,,,,,,,,,,,,,
2182,2130,2077,b2443,yffL,,,,,,,,,,,,,,,,,,,,
74,54,35,b2444,yffM,,,,,,,,,,,,,,,,,,,,
88,58,28,b2445,yffN,,,,,,,,,,,,,,,,,,,,
193,159,125,b2446,yffO,,,,,,,,,,,,,,,,,,,,
170,122,75,b2447,yffP,,,,,,,,,,,,,,,,,,,,
390,359,328,b2448,yffQ,,,,,,,,,,,,,,,,,,,,
3142,3110,3078,b2449,yffR,,,,,,,,,,,,,,,,,,,,
24559,24493,24426,b2450,yffS,,,,,,,,,,,,,,,,,,,,
65,7,1,b2451,eutA,,,,,,,,,,,,,,,,,,,,
109,36,6,b2452,eutH,,,,,,,,,,,,,,,,,,,,
34,0,0,b2453,eutG,,,,,,,,,,,,,,,,,,,,
5,0,0,b2454,eutJ,,,,,,,,,,,,,,,,,,,,
35,0,0,b2455,eutE,,,,,,,,,,,,,,,,,,,,
7,0,0,b2456,eutN,,,,,,,,,,,,,,,,,,,,
121,97,73,b2457,eutM,,,,,,,,,,,,,,,,,,,,
187,120,83,b2458,eutD,,,,,,,,,,,,,,,,,,,,
72,29,17,b2459,eutT,,,,,,,,,,,,,,,,,,,,
126,74,41,b2460,eutQ,,,,,,,,,,,,,,,,,,,,
104,65,30,b2461,eutP,,,,,,,,,,,,,,,,,,,,
72,45,24,b2462,eutS,,,,,,,,,,,,,,,,,,,,
35560,35373,35187,b2463,maeB,,,,,,,,,,,,,,,,,,,,
1795,1717,1639,b2464,talA,,,,,,,,,,,,,,,,,,,,
1688,1524,1360,b2465,tktB,,,,,,,,,,,,,,,,,,,,
1016,931,845,b2466,ypfG,,,,,,,,,,,,,,,,,,,,
8640,8593,8546,b2467,nudK,,,,,,,,,,,,,,,,,,,,
893,731,570,b2468,aegA,,,,,,,,,,,,,,,,,,,,
3325,3186,3047,b2469,narQ,,,,,,,,,,,,,,,,,,,,
2072,1818,1569,b2470,acrD,,,,,,,,,,,,,,,,,,,,
27216,27211,27206,b4606,ypfM,,,,,,,,,,,,,,,,,,,,
11757,11728,11699,b2471,yffB,,,,,,,,,,,,,,,,,,,,
16726,16634,16542,b2472,dapE,,,,,,,,,,,,,,,,,,,,
3836,3819,3803,b4547,ypfN,,,,,,,,,,,,,,,,,,,,
1763,1706,1649,b2473,ypfH,,,,,,,,,,,,,,,,,,,,
5579,5415,5250,b2474,tmcA,,,,,,,,,,,,,,,,,,,,
5950,5880,5809,b2475,ypfJ,,,,,,,,,,,,,,,,,,,,
2571,2512,2454,b2476,purC,,,,,,,,,,,,,,,,,,,,
38812,38728,38643,b2477,bamC,,,,,,,,,,,,,,,,,,,,
57153,57081,57009,b2478,dapA,,,,,,,,,,,,,,,,,,,,
27412,27365,27318,b2479,gcvR,,,,,,,,,,,,,,,,,,,,
82802,82764,82725,b2480,bcp,,,,,,,,,,,,,,,,,,,,
59,40,25,b2481,hyfA,,,,,,,,,,,,,,,,,,,,
449,319,229,b2482,hyfB,,,,,,,,,,,,,,,,,,,,
41,1,0,b2483,hyfC,,,,,,,,,,,,,,,,,,,,
92,22,4,b2484,hyfD,,,,,,,,,,,,,,,,,,,,
36,8,2,b2485,hyfE,,,,,,,,,,,,,,,,,,,,
532,412,328,b2486,hyfF,,,,,,,,,,,,,,,,,,,,
480,346,239,b2487,hyfG,,,,,,,,,,,,,,,,,,,,
115,75,41,b2488,hyfH,,,,,,,,,,,,,,,,,,,,
147,93,60,b2489,hyfI,,,,,,,,,,,,,,,,,,,,
155,121,87,b2490,hyfJ,,,,,,,,,,,,,,,,,,,,
346,192,88,b2491,hyfR,,,,,,,,,,,,,,,,,,,,
288,219,160,b2492,focB,,,,,,,,,,,,,,,,,,,,
2822,2735,2649,b2493,yfgO,,,,,,,,,,,,,,,,,,,,
14427,14308,14188,b2494,yfgC,,,,,,,,,,,,,,,,,,,,
23655,23626,23596,b2495,yfgD,,,,,,,,,,,,,,,,,,,,
8184,8126,8069,b2496,hda,,,,,,,,,,,,,,,,,,,,
1147,1041,936,b2497,uraA,,,,,,,,,,,,,,,,,,,,
7729,7677,7626,b2498,upp,,,,,,,,,,,,,,,,,,,,
925,840,755,b2499,purM,,,,,,,,,,,,,,,,,,,,
2233,2181,2129,b2500,purN,,,,,,,,,,,,,,,,,,,,
29892,29723,29554,b2501,ppk,,,,,,,,,,,,,,,,,,,,
16282,16156,16030,b2502,ppx,,,,,,,,,,,,,,,,,,,,
1099,916,741,b2503,yfgF,,,,,,,,,,,,,,,,,,,,
14772,14757,14741,b2504,yfgG,,,,,,,,,,,,,,,,,,,,
533,491,448,b2505,yfgH,,,,,,,,,,,,,,,,,,,,
523,479,435,b2506,yfgI,,,,,,,,,,,,,,,,,,,,
34827,34698,34569,b2507,guaA,,,,,,,,,,,,,,,,,,,,
7032,6912,6792,b2508,guaB,,,,,,,,,,,,,,,,,,,,
6289,6177,6065,b2509,xseA,,,,,,,,,,,,,,,,,,,,
1531,1513,1496,b2510,yfgJ,,,,,,,,,,,,,,,,,,,,
20091,19971,19850,b2511,der,,,,,,,,,,,,,,,,,,,,
47817,47721,47624,b2512,bamB,,,,,,,,,,,,,,,,,,,,
21119,21069,21018,b2513,yfgM,,,,,,,,,,,,,,,,,,,,
45224,45120,45016,b2514,hisS,,,,,,,,,,,,,,,,,,,,
39514,39422,39331,b2515,ispG,,,,,,,,,,,,,,,,,,,,
30291,30208,30126,b2516,rodZ,,,,,,,,,,,,,,,,,,,,
10097,10003,9908,b2517,rlmN,,,,,,,,,,,,,,,,,,,,
17847,17812,17777,b2518,ndk,,,,,,,,,,,,,,,,,,,,
2144,1955,1766,b2519,pbpC,,,,,,,,,,,,,,,,,,,,
29865,29459,29053,b2520,yfhM,,,,,,,,,,,,,,,,,,,,
23207,23138,23069,b2521,sseA,,,,,,,,,,,,,,,,,,,,
7750,7686,7623,b2522,sseB,,,,,,,,,,,,,,,,,,,,
9396,9291,9186,b2523,pepB,,,,,,,,,,,,,,,,,,,,
6549,6532,6516,b2524,iscX,,,,,,,,,,,,,,,,,,,,
8744,8717,8689,b2525,fdx,,,,,,,,,,,,,,,,,,,,
17254,17103,16951,b2526,hscA,,,,,,,,,,,,,,,,,,,,
4945,4903,4861,b2527,hscB,,,,,,,,,,,,,,,,,,,,
19802,19775,19749,b2528,iscA,,,,,,,,,,,,,,,,,,,,
16928,16896,16865,b2529,iscU,,,,,,,,,,,,,,,,,,,,
47929,47830,47731,b2530,iscS,,,,,,,,,,,,,,,,,,,,
10371,10331,10291,b2531,iscR,,,,,,,,,,,,,,,,,,,,
10816,10755,10695,b2532,trmJ,,,,,,,,,,,,,,,,,,,,
7447,7381,7316,b2533,suhB,,,,,,,,,,,,,,,,,,,,
277,207,158,b2534,yfhR,,,,,,,,,,,,,,,,,,,,
5041,4936,4832,b2535,csiE,,,,,,,,,,,,,,,,,,,,
6011,5918,5825,b2536,hcaT,,,,,,,,,,,,,,,,,,,,
85533,85460,85387,b2537,hcaR,,,,,,,,,,,,,,,,,,,,
2368,2257,2145,b2538,hcaE,,,,,,,,,,,,,,,,,,,,
164,122,80,b2539,hcaF,,,,,,,,,,,,,,,,,,,,
123,97,71,b2540,hcaC,,,,,,,,,,,,,,,,,,,,
215,148,89,b2541,hcaB,,,,,,,,,,,,,,,,,,,,
436,338,247,b2542,hcaD,,,,,,,,,,,,,,,,,,,,
387,352,317,b2543,yphA,,,,,,,,,,,,,,,,,,,,
388,317,249,b2544,yphB,,,,,,,,,,,,,,,,,,,,
321,234,161,b2545,yphC,,,,,,,,,,,,,,,,,,,,
148,72,33,b2546,yphD,,,,,,,,,,,,,,,,,,,,
169,60,11,b2547,yphE,,,,,,,,,,,,,,,,,,,,
272,192,120,b2548,yphF,,,,,,,,,,,,,,,,,,,,
519,274,115,b2549,yphG,,,,,,,,,,,,,,,,,,,,
2212,2114,2016,b2550,yphH,,,,,,,,,,,,,,,,,,,,
87726,87624,87521,b2551,glyA,,,,,,,,,,,,,,,,,,,,
6729,6631,6534,b2552,hmp,,,,,,,,,,,,,,,,,,,,
9808,9780,9753,b2553,glnB,,,,,,,,,,,,,,,,,,,,
3571,3462,3353,b2554,glrR,,,,,,,,,,,,,,,,,,,,
2661,2603,2544,b2555,yfhG,,,,,,,,,,,,,,,,,,,,
6511,6395,6278,b2556,glrK,,,,,,,,,,,,,,,,,,,,
1709,1396,1108,b2557,purL,,,,,,,,,,,,,,,,,,,,
2009,1882,1755,b2558,mltF,,,,,,,,,,,,,,,,,,,,
2245,2204,2163,b2559,tadA,,,,,,,,,,,,,,,,,,,,
